Titulo;Paragrafo;;Fonte;Link;Data_acesso;Termo
garupa;crupe, doença respiratória aguda em crianças pequenas, caracterizada por tosse forte, rouquidão e dificuldade em respirar. a doença é causada por infecção das vias aéreas superiores na região da laringe (corda vocal), com a infecção às vezes se espalhando pelas vias aéreas inferiores até a traqueia (traqueia).;;Enciclopédia Britânica;https://www.britannica.com/science/croup;Acesso em maio de 2024;croup
gastroenterite;gastroenterite, síndrome infecciosa aguda do revestimento do estômago e do intestino. é caracterizada por diarreia, vômito e cólicas abdominais.;;Enciclopédia Britânica;https://www.britannica.com/science/gastroenteritis;Acesso em maio de 2024;gastroenteritis
glaucoma;"glaucoma, doença causada por um aumento da pressão dentro do olho como resultado do bloqueio do fluxo do humor aquoso, um fluido aquoso produzido pelo corpo ciliar. (o corpo ciliar é um anel de tecido diretamente atrás da borda externa da íris; além de ser a fonte do humor aquoso, contém o músculo que achata a curvatura do cristalino para visão ao longe.";;Enciclopédia Britânica;https://www.britannica.com/science/glaucoma;Acesso em maio de 2024;glaucoma
gonorréia;gonorréia, doença sexualmente transmissível caracterizada principalmente por inflamação das membranas mucosas do trato genital e da uretra. é causada pelo gonococo, neisseria gonorrhoeae —uma bactéria com predileção pelo tipo de membranas mucosas encontradas no trato geniturinário e áreas adjacentes.;;Enciclopédia Britânica;https://www.britannica.com/science/gonorrhea;Acesso em maio de 2024;gonorrhea
derrubar;;;Enciclopédia Britânica;https://www.britannica.com/science/drop;Acesso em maio de 2024;drop
gravidez;gravidez, processo e série de alterações que ocorrem nos órgãos e tecidos de uma mulher como resultado de um feto em desenvolvimento. todo o processo, desde a fertilização até o nascimento, leva em média 266–270 dias, ou cerca de nove meses.;;Enciclopédia Britânica;https://www.britannica.com/science/pregnancy;Acesso em maio de 2024;pregnancy
Gravidez ectópica;"gravidez ectópica, condição na qual o óvulo fertilizado (óvulo) fica embutido fora da cavidade uterina. o local de implantação mais comumente é a trompa de falópio; no entanto, a implantação pode ocorrer no abdômen, no ovário ou no colo uterino.";;Enciclopédia Britânica;https://www.britannica.com/science/ectopic-pregnancy;Acesso em maio de 2024;ectopic-pregnancy
gripe aviária;gripe aviária, uma doença respiratória viral principalmente de aves e algumas outras espécies de aves, incluindo aves aquáticas migratórias, algumas aves de estimação importadas e avestruzes, que pode ser transmitida diretamente aos humanos. os primeiros casos conhecidos em humanos foram notificados em 1997, quando um surto do vírus da gripe aviária a, subtipo h5n1, em aves de capoeira em hong kong, levou à doença grave em 18 pessoas, um terço das quais morreu.;;Enciclopédia Britânica;https://www.britannica.com/science/bird-flu;Acesso em maio de 2024;bird-flu
hemocromatose;hemocromatose, defeito metabólico congênito caracterizado por aumento da absorção de ferro, que se acumula nos tecidos do corpo. as manifestações clínicas incluem pigmentação da pele, diabetes mellitus, aumento do baço e do fígado, cirrose, insuficiência cardíaca, artrite e fraqueza e cansaço geral.;;Enciclopédia Britânica;https://www.britannica.com/science/hemochromatosis;Acesso em maio de 2024;hemochromatosis
hemofilia;hemofilia, distúrbio hemorrágico hereditário causado pela deficiência de uma substância necessária para a coagulação do sangue (coagulação). na hemofilia a, a substância que falta é o fator viii.;;Enciclopédia Britânica;https://www.britannica.com/science/hemophilia;Acesso em maio de 2024;hemophilia
hepatite;hepatite, inflamação do fígado que resulta de uma variedade de causas, tanto infecciosas como não infecciosas. os agentes infecciosos que causam hepatite incluem vírus e parasitas.;;Enciclopédia Britânica;https://www.britannica.com/science/hepatitis;Acesso em maio de 2024;hepatitis
hepatite A;;;Enciclopédia Britânica;https://www.britannica.com/science/hepatitis-a;Acesso em maio de 2024;hepatitis-a
hepatite B;hepatite b, doença infecciosa do fígado, cujo agente causador é conhecido como vírus da hepatite b (hbv). o curso e a gravidade da doença associada à infecção pelo vhb variam amplamente.;;Enciclopédia Britânica;https://www.britannica.com/science/hepatitis-b;Acesso em maio de 2024;hepatitis-b
Hepatite C;hepatite c, doença infecciosa do fígado, cujo agente causador é conhecido como vírus da hepatite c (hcv). cerca de 71 milhões de pessoas em todo o mundo têm infecção crónica pelo vhc, tornando a hepatite c uma importante fonte de doença hepática crónica.;;Enciclopédia Britânica;https://www.britannica.com/science/hepatitis-c;Acesso em maio de 2024;hepatitis-c
heroína;"heroína, derivado da morfina altamente viciante que constitui grande parte do tráfico ilícito de entorpecentes. a heroína é produzida tratando a morfina com anidrido acético; a substância resultante é quatro a oito vezes mais potente que a morfina.";;Enciclopédia Britânica;https://www.britannica.com/science/heroin;Acesso em maio de 2024;heroin
herpes simples;herpes simplex, infecção da pele ou da genitália causada por uma das duas cepas do vírus herpes simplex. o vírus herpes simplex tipo 1 (hsv-1) é transmitido por via oral e é responsável por herpes labial e bolhas de febre, geralmente ocorrendo ao redor da boca, enquanto o vírus herpes simplex tipo 2 (hsv-2) é transmitido sexualmente e é a principal causa do condição conhecida como herpes genital.;;Enciclopédia Britânica;https://www.britannica.com/science/herpes-simplex;Acesso em maio de 2024;herpes-simplex
hidrocefalia;hidrocefalia, acúmulo de líquido cefalorraquidiano (lcr) nos ventrículos, ou cavidades, do cérebro, causando aumento progressivo da cabeça. normalmente, o lcr circula continuamente pelo cérebro e pela medula espinhal e é continuamente drenado para o sistema circulatório.;;Enciclopédia Britânica;https://www.britannica.com/science/hydrocephalus;Acesso em maio de 2024;hydrocephalus
hiperglicemia;"hiperglicemia, elevação das concentrações de glicose no sangue acima da faixa normal; é o achado laboratorial que estabelece o diagnóstico de diabetes mellitus. a hiperglicemia resulta de uma diminuição na capacidade do organismo de utilizar ou armazenar glicose após a ingestão de carboidratos e de um aumento na produção de glicose pelo fígado durante os intervalos entre as refeições.";;Enciclopédia Britânica;https://www.britannica.com/science/hyperglycemia;Acesso em maio de 2024;hyperglycemia
hipertireoidismo;hipertireoidismo, produção excessiva de hormônio tireoidiano pela glândula tireoide. a maioria dos pacientes com hipertireoidismo apresenta glândula tireoide aumentada (bócio), mas as características do aumento variam.;;Enciclopédia Britânica;https://www.britannica.com/science/hyperthyroidism;Acesso em maio de 2024;hyperthyroidism
hipoglicemia;hipoglicemia, redução da concentração de glicose no sangue abaixo dos níveis normais, ocorrendo comumente como complicação do tratamento do diabetes mellitus. em indivíduos saudáveis, um intrincado sistema glicorregulador atua rapidamente para combater a hipoglicemia, reduzindo a produção de insulina (a insulina é importante no mecanismo que remove a glicose da corrente sanguínea) e mobilizando reservas de energia da gordura e do fígado.;;Enciclopédia Britânica;https://www.britannica.com/science/hypoglycemia;Acesso em maio de 2024;hypoglycemia
hipotermia;"hipotermia, temperatura corporal anormalmente baixa em uma criatura de sangue quente, associada a uma desaceleração geral da atividade fisiológica. os animais em hibernação permitem que a temperatura do seu corpo caia para níveis apenas ligeiramente acima da temperatura ambiente, num tipo único de hipotermia da qual podem recuperar rapidamente quando necessário; temperaturas semelhantes seriam fatais para quem não hiberna.";;Enciclopédia Britânica;https://www.britannica.com/science/hypothermia;Acesso em maio de 2024;hypothermia
hipotireoidismo;hipotireoidismo, uma deficiência na produção hormonal pela glândula tireóide.;;Enciclopédia Britânica;https://www.britannica.com/science/hypothyroidism;Acesso em maio de 2024;hypothyroidism
histerectomia;histerectomia, remoção cirúrgica do útero completo (histerectomia total) ou do útero completo, exceto o colo do útero (histerectomia subtotal). o colo do útero é a porção mais externa do útero, que se projeta na vagina.;;Enciclopédia Britânica;https://www.britannica.com/science/hysterectomy;Acesso em maio de 2024;hysterectomy
histoplasmose;histoplasmose, infecção pelo fungo histoplasma capsulatum, ocorrendo em humanos e outros animais. a doença é contraída pela inalação de poeira contendo esporos do fungo.;;Enciclopédia Britânica;https://www.britannica.com/science/histoplasmosis;Acesso em maio de 2024;histoplasmosis
HIV;hiv, retrovírus que ataca e destrói gradativamente o sistema imunológico, deixando o hospedeiro desprotegido contra a infecção. o hiv é classificado como lentivírus (que significa “vírus lento”).;;Enciclopédia Britânica;https://www.britannica.com/science/hiv;Acesso em maio de 2024;hiv
hérnia;hérnia, protrusão de um órgão ou tecido de sua cavidade normal. a protrusão pode se estender para fora do corpo ou entre cavidades internas do corpo, como quando alças intestinais escapam da cavidade abdominal para o tórax através de um defeito no diafragma, a partição muscular entre as duas cavidades.;;Enciclopédia Britânica;https://www.britannica.com/science/hernia;Acesso em maio de 2024;hernia
icterícia;icterícia, acúmulo excessivo de pigmentos biliares na corrente sanguínea e nos tecidos corporais que causa uma descoloração amarela a laranja e às vezes até esverdeada da pele, da parte branca dos olhos e das membranas mucosas. a icterícia é melhor visualizada à luz natural do dia e pode não ser aparente sob iluminação artificial.;;Enciclopédia Britânica;https://www.britannica.com/science/jaundice;Acesso em maio de 2024;jaundice
impetigo;impetigo, infecção inflamatória da pele que começa como uma bolha ou pústula superficial que depois se rompe e dá origem a uma mancha lacrimejante na qual o líquido seca para formar uma crosta distinta cor de mel. o impetigo é a infecção de pele mais comum entre crianças, afetando normalmente crianças entre dois e cinco anos de idade.;;Enciclopédia Britânica;https://www.britannica.com/science/impetigo;Acesso em maio de 2024;impetigo
incontinencia urinaria;;;Enciclopédia Britânica;https://www.britannica.com/science/urinary-incontinence;Acesso em maio de 2024;urinary-incontinence
indigestão;indigestão, qualquer ou todos os sintomas – desconforto abdominal, arrotos, flatulência, aversão a comer, náuseas, vómitos, diarreia, obstipação, azia – associados ao mau funcionamento do sistema digestivo. a indigestão pode ser causada por doenças, mas ocorre principalmente devido ao estresse, hábitos alimentares inadequados, tabagismo excessivo, consumo exorbitante de café ou álcool ou hipersensibilidade a determinados alimentos.;;Enciclopédia Britânica;https://www.britannica.com/science/indigestion;Acesso em maio de 2024;indigestion
infertilidade;infertilidade, a incapacidade de um casal conceber e reproduzir. a infertilidade é definida como a incapacidade de conceber após um ano de relações sexuais regulares sem contracepção ou a incapacidade de uma mulher de levar uma gravidez a um nascimento vivo.;;Enciclopédia Britânica;https://www.britannica.com/science/infertility;Acesso em maio de 2024;infertility
insônia;insônia, a incapacidade de dormir adequadamente. as causas podem incluir más condições de sono, distúrbios circulatórios ou cerebrais, um distúrbio respiratório conhecido como apnéia, estresse ou outros distúrbios físicos ou mentais.;;Enciclopédia Britânica;https://www.britannica.com/science/insomnia;Acesso em maio de 2024;insomnia
intolerância a lactose;intolerância à lactose, incapacidade de digerir a lactose, o açúcar predominante nos produtos lácteos. afeta as pessoas, causando desconforto gastrointestinal e pode dificultar a liberdade alimentar das pessoas afetadas.;;Enciclopédia Britânica;https://www.britannica.com/science/lactose-intolerance;Acesso em maio de 2024;lactose-intolerance
leishmaniose;leishmaniose, infecção protozoária humana transmitida pela picada de um mosquito-pólvora. a leishmaniose ocorre em todo o mundo, mas é especialmente prevalente em áreas tropicais.;;Enciclopédia Britânica;https://www.britannica.com/science/leishmaniasis;Acesso em maio de 2024;leishmaniasis
leucemia;leucemia, um cancro dos tecidos formadores de sangue, caracterizado por um grande aumento no número de glóbulos brancos (leucócitos) na circulação ou na medula óssea. várias leucemias diferentes são classificadas de acordo com o curso da doença e o tipo predominante de glóbulo branco envolvido.;;Enciclopédia Britânica;https://www.britannica.com/science/leukemia;Acesso em maio de 2024;leukemia
leucemia linfocítica aguda;;;Enciclopédia Britânica;https://www.britannica.com/science/acute-lymphocytic-leukemia;Acesso em maio de 2024;acute-lymphocytic-leukemia
Leucemia linfocítica crônica;;;Enciclopédia Britânica;https://www.britannica.com/science/chronic-lymphocytic-leukemia;Acesso em maio de 2024;chronic-lymphocytic-leukemia
laqueadura tubária;;;Enciclopédia Britânica;https://www.britannica.com/science/tubal-ligation;Acesso em maio de 2024;tubal-ligation
linfedema;linfedema, uma condição anormal em que o mau funcionamento do sistema linfático permite o acúmulo de líquido nos tecidos. o linfedema é tradicionalmente classificado em duas formas: primário, que é genético, e secundário, que surge de uma causa externa.;;Enciclopédia Britânica;https://www.britannica.com/science/lymphedema;Acesso em maio de 2024;lymphedema
linfoma;linfoma, qualquer grupo de doenças malignas do sistema linfático, geralmente começando nos gânglios linfáticos ou nos tecidos linfóides de outros órgãos, como pulmões, baço e pele. os linfomas são geralmente classificados em dois tipos, doença de hodgkin e linfoma não-hodgkin.;;Enciclopédia Britânica;https://www.britannica.com/science/lymphoma;Acesso em maio de 2024;lymphoma
luxações;;;Enciclopédia Britânica;https://www.britannica.com/science/dislocations;Acesso em maio de 2024;dislocations
lúpus;lúpus, constelação no céu meridional em cerca de 15 horas de ascensão reta e 40° sul em declinação. sua estrela mais brilhante é alpha lupi, com magnitude de 2,3.;;Enciclopédia Britânica;https://www.britannica.com/science/lupus;Acesso em maio de 2024;lupus
malária;malária, infecção grave e recorrente em humanos, caracterizada por ataques periódicos de calafrios e febre, anemia, esplenomegalia (aumento do baço) e complicações frequentemente fatais. é causada por parasitas unicelulares do gênero plasmodium que são transmitidos aos humanos pela picada dos mosquitos anopheles.;;Enciclopédia Britânica;https://www.britannica.com/science/malaria;Acesso em maio de 2024;malaria
mastectomia;mastectomia, remoção cirúrgica de uma mama, geralmente para remover uma doença maligna, mas também realizada no tratamento de outras condições (por exemplo, doença cística da mama) e por outras razões médicas. a mastectomia é mais eficaz quando o tumor cancerígeno é descoberto numa fase inicial e as células malignas são localizadas.;;Enciclopédia Britânica;https://www.britannica.com/science/mastectomy;Acesso em maio de 2024;mastectomy
medicamento;;;Enciclopédia Britânica;https://www.britannica.com/science/medicaid;Acesso em maio de 2024;medicaid
melanoma;melanoma, um câncer disseminado e frequentemente recorrente de células especializadas da pele (melanócitos) que produzem o pigmento melanina, protetor que escurece a pele. estima-se que 132.;;Enciclopédia Britânica;https://www.britannica.com/science/melanoma;Acesso em maio de 2024;melanoma
meningite;a meningite é a inflamação das meninges, as membranas que cobrem o cérebro e a medula espinhal. o paciente geralmente apresenta febre, dor de cabeça, vômitos, irritabilidade, anorexia e rigidez no pescoço.;;Enciclopédia Britânica;https://www.britannica.com/science/meningitis;Acesso em maio de 2024;meningitis
menopausa;"menopausa, cessação permanente da menstruação que resulta da perda da função ovariana e, portanto, representa o fim da vida reprodutiva da mulher. na época da menopausa, os ovários contêm poucos folículos; eles diminuíram de tamanho e consistem principalmente em folículos atrésicos (encolhidos), algumas células intersticiais e tecido fibroso.";;Enciclopédia Britânica;https://www.britannica.com/science/menopause;Acesso em maio de 2024;menopause
menstruação;menstruação, secreção vaginal periódica de sangue, secreções e membrana mucosa em desintegração que reveste o útero.;;Enciclopédia Britânica;https://www.britannica.com/science/menstruation;Acesso em maio de 2024;menstruation
mesotelioma;mesotelioma, tumor que surge da camada de células conhecida como mesotélio, que reveste as cavidades do corpo e forma as camadas de tecido conhecidas como pleura e peritônio. a pleura está localizada na cavidade torácica, revestindo a parede torácica (pleura parietal) ou cobrindo o pulmão (pleura visceral), e o peritônio é o tecido correspondente no abdômen.;;Enciclopédia Britânica;https://www.britannica.com/science/mesothelioma;Acesso em maio de 2024;mesothelioma
metanfetamina;metanfetamina, droga estimulante sintética potente e viciante que afeta o sistema nervoso central (medula espinhal e cérebro). a metanfetamina é prescrita para o tratamento de certas condições médicas, incluindo transtorno de déficit de atenção/hiperatividade (tdah), narcolepsia e obesidade.;;Enciclopédia Britânica;https://www.britannica.com/science/methamphetamine;Acesso em maio de 2024;methamphetamine
miastenia grave;miastenia gravis, doença autoimune crônica caracterizada por fraqueza muscular e fadiga crônica causada por um defeito na transmissão dos impulsos nervosos das terminações nervosas para os músculos.;;Enciclopédia Britânica;https://www.britannica.com/science/myasthenia-gravis;Acesso em maio de 2024;myasthenia-gravis
mielite flácida aguda;;;Enciclopédia Britânica;https://www.britannica.com/science/acute-flaccid-myelitis;Acesso em maio de 2024;acute-flaccid-myelitis
mieloma múltiplo;mieloma múltiplo, proliferação maligna de células na medula óssea que geralmente ocorre durante a meia-idade ou mais tarde e aumenta sua ocorrência com a idade. os mielomas são ligeiramente mais comuns em homens do que em mulheres e podem afetar qualquer um dos ossos que contenham medula, como o crânio, os ossos chatos (por exemplo, costelas, esterno, pelve, omoplatas) e as vértebras.;;Enciclopédia Britânica;https://www.britannica.com/science/multiple-myeloma;Acesso em maio de 2024;multiple-myeloma
miosite;"miosite, inflamação e frequentemente infecção do tecido muscular; pode ser causada por uma série de bactérias, vírus e parasitas; em muitos casos é de origem desconhecida. a maioria das doenças musculares inflamatórias são destrutivas para o tecido envolvido e para as áreas circundantes.";;Enciclopédia Britânica;https://www.britannica.com/science/myositis;Acesso em maio de 2024;myositis
Mrsa;mrsa, bactéria do gênero staphylococcus que se caracteriza por sua resistência ao antibiótico meticilina e às penicilinas semissintéticas relacionadas. o mrsa é uma cepa de s.;;Enciclopédia Britânica;https://www.britannica.com/science/mrsa;Acesso em maio de 2024;mrsa
nanismo;"nanismo, condição de retardo de crescimento que resulta em estatura adulta anormalmente baixa e é causada por uma variedade de distúrbios hereditários e metabólicos. tradicionalmente, o termo “anão” era usado para descrever indivíduos com desproporções de corpo e membros, enquanto “anão” se referia àqueles de estatura reduzida, mas de proporções normais; hoje nenhuma palavra é usada e “gente pequena” tornou-se o termo preferido para pessoas com extremo retardo de crescimento.";;Enciclopédia Britânica;https://www.britannica.com/science/dwarfism;Acesso em maio de 2024;dwarfism
natimorto;;;Enciclopédia Britânica;https://www.britannica.com/science/stillbirth;Acesso em maio de 2024;stillbirth
neuralgia trigeminal;;;Enciclopédia Britânica;https://www.britannica.com/science/trigeminal-neuralgia;Acesso em maio de 2024;trigeminal-neuralgia
neuroblastoma;neuroblastoma, um tumor do sistema nervoso simpático (o ramo do sistema nervoso autônomo mais conhecido por produzir a resposta de luta ou fuga) que afeta crianças pequenas. é o tumor sólido pediátrico mais comum que ocorre fora do cérebro, com uma incidência anual de cerca de 11 casos por um milhão de crianças entre 4 e 15 anos e 30 casos por um milhão de crianças menores de 4 anos.;;Enciclopédia Britânica;https://www.britannica.com/science/neuroblastoma;Acesso em maio de 2024;neuroblastoma
neurofibromatose;neurofibromatose, qualquer um dos dois distúrbios hereditários caracterizados por lesões cutâneas distintas e por tumores benignos do sistema nervoso que aumentam progressivamente. a neurofibromatose tipo 1, também conhecida como doença de von recklinghausen, é muito a mais comum das duas doenças e está presente em cerca de um em cada 3.;;Enciclopédia Britânica;https://www.britannica.com/science/neurofibromatosis;Acesso em maio de 2024;neurofibromatosis
neuroma acústico;neuroma acústico, tumor benigno que ocorre em qualquer lugar ao longo do nervo vestibulococlear (também chamado nervo acústico), que se origina no ouvido e serve aos órgãos do equilíbrio e da audição. o tumor surge de uma superprodução de células de schwann, as células produtoras de mielina que circundam o axônio do nervo.;;Enciclopédia Britânica;https://www.britannica.com/science/acoustic-neuroma;Acesso em maio de 2024;acoustic-neuroma
nutrição;nutrição, a assimilação pelos organismos vivos de materiais alimentares que lhes permitem crescer, manter-se e reproduzir-se.;;Enciclopédia Britânica;https://www.britannica.com/science/nutrition;Acesso em maio de 2024;nutrition
obesidade;obesidade, acúmulo excessivo de gordura corporal, geralmente causado pelo consumo de mais calorias do que o corpo pode utilizar. o excesso de calorias é então armazenado como gordura ou tecido adiposo.;;Enciclopédia Britânica;https://www.britannica.com/science/obesity;Acesso em maio de 2024;obesity
ortodontia;ortodontia, divisão da odontologia que trata da prevenção e correção de irregularidades dos dentes - geralmente envolvendo o endireitamento de dentes tortos ou a correção de uma má mordida, ou má oclusão (contato fisiologicamente inaceitável da dentição oposta, que pode ser causada por desenvolvimento imperfeito, perda de dentes ou crescimento anormal dos maxilares). de importância para o ortodontista é a sequência de erupção (emergência do dente da sua cripta de desenvolvimento para a cavidade oral), porque tal conhecimento ajuda a determinar a posição dos dentes.;;Enciclopédia Britânica;https://www.britannica.com/science/orthodontics;Acesso em maio de 2024;orthodontics
osteoartrite;osteoartrite, distúrbio das articulações caracterizado pela deterioração progressiva da cartilagem articular ou de toda a articulação, incluindo a cartilagem articular, a sinóvia (revestimento da articulação), os ligamentos e o osso subcondral (osso abaixo da cartilagem). a osteoartrite é a doença articular mais comum, embora as estimativas de incidência e prevalência variem entre diferentes regiões do mundo e entre diferentes populações.;;Enciclopédia Britânica;https://www.britannica.com/science/osteoarthritis;Acesso em maio de 2024;osteoarthritis
osteogênese imperfeita;osteogênese imperfeita (oi), doença hereditária rara do tecido conjuntivo caracterizada por ossos frágeis que fraturam facilmente. a oi surge de um defeito genético que causa produção anormal ou reduzida da proteína colágeno, um componente importante do tecido conjuntivo.;;Enciclopédia Britânica;https://www.britannica.com/science/osteogenesis-imperfecta;Acesso em maio de 2024;osteogenesis-imperfecta
osteonecrose;osteonecrose, morte do tecido ósseo que pode resultar de infecção, como na osteomielite, ou privação de suprimento sanguíneo, como em fratura, luxação, doença de caisson (doença descompressiva) ou doença da radiação. em todos os casos, a circulação sanguínea na área afetada cessa, as células ósseas morrem e a cavidade medular fica cheia de detritos.;;Enciclopédia Britânica;https://www.britannica.com/science/osteonecrosis;Acesso em maio de 2024;osteonecrosis
osteoporose;osteoporose, doença caracterizada pelo adelgaçamento dos ossos, com consequente tendência a sofrer fraturas por pequenos esforços. a osteoporose é a doença óssea metabólica mais comum e seu nome significa literalmente “osso poroso”.;;Enciclopédia Britânica;https://www.britannica.com/science/osteoporosis;Acesso em maio de 2024;osteoporosis
ostomia;"ostomia, (do latim ostium, ""boca""), qualquer procedimento em que um estoma artificial, ou abertura, é criado cirurgicamente; o termo também é usado para a abertura em si. normalmente, as ostomias são criadas através da parede abdominal para permitir a descarga de resíduos corporais quando uma doença ou lesão incapacita um canal excretor normal.";;Enciclopédia Britânica;https://www.britannica.com/science/ostomy;Acesso em maio de 2024;ostomy
oxigenoterapia;oxigenoterapia, em medicina, administração de oxigênio. a oxigenoterapia é usada para condições agudas, nas quais tecidos como o cérebro e o coração correm risco de privação de oxigênio, bem como para doenças crônicas caracterizadas por níveis baixos e sustentados de oxigênio no sangue (hipoxemia).;;Enciclopédia Britânica;https://www.britannica.com/science/oxygen-therapy;Acesso em maio de 2024;oxygen-therapy
ozônio;"ozônio, (o 3), alótropo triatômico do oxigênio (uma forma de oxigênio em que a molécula contém três átomos em vez de dois como na forma comum) que é responsável pelo odor característico do ar após uma tempestade ou próximo a equipamentos elétricos. o odor de ozônio em torno de máquinas elétricas foi relatado já em 1785; a constituição química do ozônio foi estabelecida em 1872.";;Enciclopédia Britânica;https://www.britannica.com/science/ozone;Acesso em maio de 2024;ozone
pancreatite;pancreatite, inflamação do pâncreas, aguda ou crônica. o distúrbio é mais comumente causado pela ingestão excessiva de álcool, trauma e obstrução dos ductos pancreáticos por cálculos biliares.;;Enciclopédia Britânica;https://www.britannica.com/science/pancreatitis;Acesso em maio de 2024;pancreatitis
paralisia;paralisia, perda ou comprometimento do movimento muscular voluntário causado por anormalidades estruturais do tecido nervoso ou muscular ou por distúrbios metabólicos na função neuromuscular. a paralisia pode afetar as pernas e a parte inferior do corpo (paraplegia) ou ambos os braços e ambas as pernas (tetraplegia).;;Enciclopédia Britânica;https://www.britannica.com/science/paralysis;Acesso em maio de 2024;paralysis
paralisia cerebral;paralisia cerebral, um grupo de distúrbios neurológicos caracterizados por paralisia resultante de desenvolvimento anormal ou dano ao cérebro antes do nascimento ou durante os primeiros anos de vida.;;Enciclopédia Britânica;https://www.britannica.com/science/cerebral-palsy;Acesso em maio de 2024;cerebral-palsy
Peso ao nascer;;;Enciclopédia Britânica;https://www.britannica.com/science/birth-weight;Acesso em maio de 2024;birth-weight
peso corporal;;;Enciclopédia Britânica;https://www.britannica.com/science/body-weight;Acesso em maio de 2024;body-weight
plano de saúde;;;Enciclopédia Britânica;https://www.britannica.com/science/health-insurance;Acesso em maio de 2024;health-insurance
pneumonia;pneumonia, inflamação e consolidação do tecido pulmonar como resultado de infecção, inalação de partículas estranhas ou irradiação. muitos organismos, incluindo vírus e fungos, podem causar pneumonia, mas as causas mais comuns são bactérias —em particular, espécies de streptococcus e mycoplasma.;;Enciclopédia Britânica;https://www.britannica.com/science/pneumonia;Acesso em maio de 2024;pneumonia
polimialgia-reumática;polimialgia reumática, doença articular bastante comum em pessoas com mais de 50 anos, com idade média de início de cerca de 70 anos. em cada 100.;;Enciclopédia Britânica;https://www.britannica.com/science/polymyalgia-rheumatica;Acesso em maio de 2024;polymyalgia-rheumatica
poluição da água;a poluição da água é a liberação de substâncias em corpos d’água que tornam a água imprópria para uso humano e perturbam os ecossistemas aquáticos. a poluição da água pode ser causada por uma infinidade de contaminantes diferentes, incluindo resíduos tóxicos, petróleo e microrganismos causadores de doenças.;;Enciclopédia Britânica;https://www.britannica.com/science/water-pollution;Acesso em maio de 2024;water-pollution
poluição do ar;poluição do ar, liberação na atmosfera de vários gases, sólidos finamente divididos ou aerossóis líquidos finamente dispersos em taxas que excedem a capacidade natural do ambiente de dissipá-los e diluí-los ou absorvê-los. essas substâncias podem atingir concentrações no ar que causam efeitos indesejáveis ​​à saúde, econômicos ou estéticos.;;Enciclopédia Britânica;https://www.britannica.com/science/air-pollution;Acesso em maio de 2024;air-pollution
porfiria;porfiria, qualquer grupo de doenças caracterizadas pela acentuada superprodução e excreção de porfirinas ou de um ou outro de seus precursores. as porfirinas são constituintes avermelhados do heme, o pigmento vermelho escuro da hemoglobina que contém ferro, a proteína transportadora de oxigênio dos glóbulos vermelhos.;;Enciclopédia Britânica;https://www.britannica.com/science/porphyria;Acesso em maio de 2024;porphyria
potássio;potássio (k), elemento químico do grupo 1 (ia) da tabela periódica, o grupo dos metais alcalinos, indispensável tanto para a vida vegetal como animal. o potássio foi o primeiro metal a ser isolado por eletrólise, pelo químico inglês sir humphry davy, quando obteve o elemento (1807) pela decomposição do hidróxido de potássio fundido (koh) com uma bateria voltaica.;;Enciclopédia Britânica;https://www.britannica.com/science/potassium;Acesso em maio de 2024;potassium
Praga;praga, cidade, capital da república tcheca. situada no coração da europa, é uma das melhores cidades do continente e o principal centro económico e cultural checo.;;Enciclopédia Britânica;https://www.britannica.com/science/prague;Acesso em maio de 2024;prague
psoríase;psoríase, uma doença inflamatória crônica e recorrente da pele. o tipo mais comum, denominado psoríase em placas (psoríase vulgar), é caracterizado por manchas avermelhadas ligeiramente elevadas ou pápulas (elevações sólidas) cobertas por escamas brancas prateadas.;;Enciclopédia Britânica;https://www.britannica.com/science/psoriasis;Acesso em maio de 2024;psoriasis
puberdade;puberdade, na fisiologia humana, fase ou período da vida em que uma criança se transforma em um adulto normalmente capaz de procriar.;;Enciclopédia Britânica;https://www.britannica.com/science/puberty;Acesso em maio de 2024;puberty
pênfigo;pênfigo, um grupo de doenças de pele caracterizadas por grandes bolhas que aparecem na pele e nas mucosas. as doenças do pênfigo incluem pênfigo vulgar, pênfigo vegetante, pênfigo foliáceo, pênfigo eritematoso e pênfigo familiar benigno.;;Enciclopédia Britânica;https://www.britannica.com/science/pemphigus;Acesso em maio de 2024;pemphigus
Queimadura por frio;"congelamento, congelamento de tecido vivo; o congelamento ocorre sempre que a perda de calor de um tecido é suficiente para permitir a formação de gelo. o processo de congelamento-descongelamento causa danos mecânicos às células (por causa do gelo), desidratação dos tecidos e esgotamento local de oxigênio.";;Enciclopédia Britânica;https://www.britannica.com/science/frostbite;Acesso em maio de 2024;frostbite
quiropraxia;quiropraxia, um sistema de cura baseado na teoria de que doenças no corpo humano resultam da falta de função nervosa normal. os quiropráticos empregam tratamento por manipulação e ajuste específico de estruturas corporais, como a coluna vertebral, e utilizam fisioterapia quando necessário.;;Enciclopédia Britânica;https://www.britannica.com/science/chiropractic;Acesso em maio de 2024;chiropractic
radônio;radônio (rn), elemento químico, gás radioativo pesado do grupo 18 (gases nobres) da tabela periódica, gerado pelo decaimento radioativo do rádio. (o radônio foi originalmente chamado de emanação de rádio.;;Enciclopédia Britânica;https://www.britannica.com/science/radon;Acesso em maio de 2024;radon
