Termo,Parágrafo,Data_acesso,Fonte,Link,Titulo
syringomyelia,"siringomielia, doença crônica e progressiva caracterizada principalmente pelo desenvolvimento de um cisto, denominado siringe, próximo à medula espinhal ou tronco cerebral. os sintomas incluem perda sensorial dissociada gradual, perda muscular e espasticidade. a causa da doença é desconhecida, mas acredita-se que seja um defeito de desenvolvimento. os sintomas geralmente aparecem entre 10 e 30 anos de idade; os homens são afetados com mais frequência do que as mulheres.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/syringomyelia,Siringomielia
hip-replacement,,Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/hip-replacement,Substituição da Anca
knee-replacement,,Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/knee-replacement,Substituição do Joelho
suicide,"suicídio, ato de tirar intencionalmente a própria vida. como esta definição não especifica o resultado de tais atos, é costume distinguir entre suicídio fatal e tentativa de suicídio ou não fatal.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/suicide,Suicídio
sweat,"suor, a umidade excretada em quantidades visíveis pelas aberturas das glândulas sudoríparas. veja transpiração.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/sweat,Suor
syphilis,"sífilis, doença sistêmica causada pela bactéria espiroqueta treponema pallidum. a sífilis é geralmente uma doença sexualmente transmissível, mas ocasionalmente é adquirida por contato direto não sexual com uma pessoa infectada e também pode ser adquirida por um feto em gestação através de infecção na mãe. um grupo relacionado de infecções, conhecido colectivamente como treponematose ou sífilis não venérea, não se espalha por contacto sexual e está localizado em partes quentes do mundo, onde condições de superlotação e cuidados de saúde precários favorecem o seu desenvolvimento.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/syphilis,Sífilis
chronic-fatigue-syndrome,"síndrome da fadiga crônica (sfc), distúrbio caracterizado por fadiga debilitante persistente. existem dois critérios específicos que devem ser atendidos para um diagnóstico de sfc: (1) fadiga severa com duração de seis meses ou mais e (2) a coexistência de quaisquer quatro de uma série de sintomas característicos, definidos como febre leve, dor de garganta, sensibilidade gânglios linfáticos, dor e fraqueza muscular, dor nas articulações, dor de cabeça, distúrbios do sono, confusão e perda de memória. além disso, um diagnóstico de sfc exige que os sintomas experimentados não possam ter sido anteriores ao início da fadiga e que todas as outras doenças ou condições médicas capazes de dar origem a estes sintomas tenham sido clinicamente excluídas.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/chronic-fatigue-syndrome,Síndrome da Fadiga Crônica
ehlers-danlos-syndrome,"síndrome de ehlers-danlos (sde), doença hereditária rara caracterizada principalmente por grande elasticidade da pele, fragilidade da pele com tendência a hemorragia, má formação de cicatrizes e hiperextensibilidade das articulações. a pele é aveludada e machuca facilmente, e as orelhas tendem a cair; luxações de articulações são frequentes. vários subtipos de síndrome de ehlers-danlos (sde) são conhecidos, e cada subtipo tem certas características clínicas únicas, bem como características que se sobrepõem a outros subtipos. conseqüentemente, o diagnóstico preciso da sde geralmente depende de testes genéticos para identificar a mutação genética subjacente específica.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/ehlers-danlos-syndrome,Síndrome de Ehlers Danlos
klinefelter-syndrome,"síndrome de klinefelter, distúrbio dos cromossomos sexuais humanos que ocorre em homens. a síndrome de klinefelter é uma das doenças cromossômicas mais frequentes em homens, ocorrendo em aproximadamente 1 em cada 500 a 1.000 homens. resulta de um compartilhamento desigual de cromossomos sexuais logo após a fertilização, com uma célula de um par em divisão recebendo dois cromossomos x e um cromossomo y e a outra célula do par recebendo apenas um cromossomo y e geralmente morrendo. (o número normal de cromossomos masculinos e a composição dos cromossomos sexuais são 46,xy.)",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/klinefelter-syndrome,Síndrome de Klinefelter
marfan-syndrome,"síndrome de marfan, doença hereditária rara do tecido conjuntivo que afeta principalmente o esqueleto, o coração e os olhos. na síndrome de marfan, uma mutação genética causa um defeito na produção de fibrilina, uma proteína encontrada no tecido conjuntivo. os indivíduos afetados têm uma estrutura alta e esbelta e dedos longos que podem ser descritos como semelhantes a aranhas. há uma tendência à dupla articulação. o cristalino do olho é comumente deslocado e há uma alta frequência de glaucoma ou descolamento de retina. os músculos cardíacos têm uma composição anormal, podendo ocorrer uma variedade de disfunções e malformações cardiovasculares; a ruptura da aorta é a causa mais comum de morte. a síndrome de marfan é herdada como um traço autossômico dominante. dependendo do grau de expressão da característica, os indivíduos afetados podem morrer precocemente ou viver vidas essencialmente normais. embora a anormalidade básica do tecido conjuntivo não possa ser tratada, a cicatrização da ferida ocorre normalmente e a correção cirúrgica de alguns defeitos é possível. a síndrome de marfan recebeu o nome do médico francês antonin marfan, que descreveu a doença pela primeira vez em 1896.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/marfan-syndrome,Síndrome de Marfan
sudden-infant-death-syndrome,"síndrome da morte súbita infantil, morte inesperada de uma criança aparentemente saudável por causas inexplicáveis. a sids tem incidência mundial e nos países industrializados é a causa mais comum de morte de crianças entre duas semanas e um ano de idade. em 95 por cento dos casos de sids, os bebés têm dois a quatro meses de idade.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/sudden-infant-death-syndrome,Síndrome de Morte Súbita Infantil
prader-willi-syndrome,"síndrome de prader-willi (spw), uma doença genética humana rara caracterizada por tônus ​​muscular fraco no nascimento, baixa estatura, deficiência intelectual, alimentação excessiva levando à obesidade infantil e altas taxas de morbidade e mortalidade. a spw surge da deleção ou ruptura de genes em uma região específica do cromossomo 15. descrita pela primeira vez em 1956 por andrea prader, heinrich willi e outros, ocorre em aproximadamente 1 em cada 15.000 nascidos vivos.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/prader-willi-syndrome,Síndrome de Prader Willi
rett-syndrome,"síndrome de rett, distúrbio neurológico progressivo raro caracterizado por deficiência intelectual grave, padrões de comportamento semelhantes aos do autismo e função motora prejudicada. o distúrbio foi descrito pela primeira vez na década de 1960 pelo médico austríaco andreas rett. hoje a síndrome de rett é classificada como um transtorno invasivo do desenvolvimento, um grupo de condições que inclui os transtornos do espectro do autismo e o transtorno desintegrativo da infância.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/rett-syndrome,Síndrome de Rett
turner-syndrome,"síndrome de turner, distúrbio relativamente incomum do cromossomo sexual que causa desenvolvimento sexual aberrante em mulheres humanas. a síndrome de turner ocorre quando um cromossomo sexual é excluído, de modo que, em vez dos 46 cromossomos normais, dos quais dois são cromossomos sexuais (xx nas mulheres e xy nos homens), o complemento cromossômico é 45,x. em termos genéticos, esses pacientes não são nem homens nem mulheres porque o segundo cromossomo, que determina o sexo, está ausente. no entanto, fenotipicamente, os indivíduos afetados desenvolvem-se como mulheres porque não há cromossomo y para direcionar as gônadas fetais para a configuração masculina.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/turner-syndrome,Síndrome de Turner
usher-syndrome,,Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/usher-syndrome,Síndrome do Arrumador
irritable-bowel-syndrome,"síndrome do intestino irritável (sii), distúrbio relativamente comum do intestino, caracterizado por dor abdominal, gases intestinais e hábitos intestinais alterados, incluindo diarreia, constipação ou ambos. outros sintomas podem incluir dor abdominal que alivia após a defecação, muco nas fezes ou sensação de evacuação retal incompleta. a sii é causada por um distúrbio de motilidade dos intestinos delgado e grosso; esse distúrbio pode resultar do aumento da sensibilidade intestinal à distensão. o estresse ou o consumo de alimentos gordurosos, laticínios, certas frutas ou vegetais (por exemplo, brócolis e repolho), álcool ou cafeína podem causar sintomas semelhantes. mulheres com o distúrbio podem apresentar aumento dos sintomas durante a menstruação. o tratamento da sii inclui relaxamento, exercícios e evitar alimentos agravantes. medicamentos antidiarreicos ou suplementos de fibras podem ajudar a diminuir os sintomas. embora a sii possa causar desconforto e sofrimento emocional, o distúrbio não resulta em nenhum dano intestinal permanente.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/irritable-bowel-syndrome,Síndrome do Intestino Irritável
carpal-tunnel-syndrome,"síndrome do túnel do carpo (stc), condição de dormência, formigamento ou dor no punho causada por flexão repetitiva ou estresse dos dedos ou punho durante um longo período de tempo. possivelmente a lesão por esforço repetitivo mais comum no local de trabalho, a cts é frequentemente associada ao escritório moderno, onde o computador transformou a natureza do trabalho que as pessoas realizam com as mãos e os braços.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/carpal-tunnel-syndrome,Síndrome do Túnel Carpal
fragile-x-syndrome,"síndrome do x-frágil, um distúrbio cromossômico associado a um local frágil na extremidade do cromossomo x. o principal sintoma da síndrome é a diminuição da capacidade mental, que pode variar desde leve comprometimento de aprendizagem até grave deficiência intelectual (ou retardo mental).",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/fragile-x-syndrome,Síndrome do X Frágil
metabolic-syndrome,"síndrome metabólica, síndrome caracterizada por um conjunto de anormalidades metabólicas associadas a um risco aumentado de doença coronariana (dac), diabetes, acidente vascular cerebral e certos tipos de câncer. a condição foi chamada pela primeira vez de síndrome x em 1988 pelo endocrinologista americano gerald reaven, que identificou a resistência à insulina e um subconjunto de condições secundárias como os principais fatores de risco para doença coronariana. o diagnóstico da síndrome metabólica requer a presença de múltiplos - normalmente pelo menos três - fatores de risco de doença coronariana, que incluem obesidade abdominal, diminuição dos níveis de colesterol de lipoproteína de alta densidade (hdl), triglicerídeos sanguíneos elevados, pressão alta e resistência à insulina. outras indicações associadas à síndrome incluem níveis elevados de proteína c reativa, uma substância envolvida na mediação de respostas inflamatórias sistêmicas, e níveis elevados de fibrinogênio, uma proteína essencial para a formação de coágulos sanguíneos.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/metabolic-syndrome,Síndrome Metabólica
premenstrual-syndrome,"síndrome pré-menstrual (tpm), uma condição médica na qual um grupo de sintomas físicos e emocionais característicos são sentidos pelas mulheres antes do início da menstruação. os sintomas da tpm são de natureza cíclica, geralmente começando de 7 a 14 dias antes da menstruação e terminando 24 horas após o início da menstruação. a condição médica foi nomeada pela médica britânica katharina dalton na década de 1950.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/premenstrual-syndrome,Síndrome Pré Menstrual
sodium,"sódio (na), elemento químico do grupo dos metais alcalinos (grupo 1 [ia]) da tabela periódica. o sódio é um metal branco prateado muito macio. o sódio é o metal alcalino mais comum e o sexto elemento mais abundante na terra, compreendendo 2,8% da crosta terrestre. ocorre abundantemente na natureza em compostos, especialmente no sal comum — cloreto de sódio (nacl) — que forma o mineral halita e constitui cerca de 80 por cento dos constituintes dissolvidos da água do mar.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/sodium,Sódio
smokeless-tobacco,,Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/smokeless-tobacco,Tabaco Sem Fumaça
thalassemia,"talassemia, grupo de doenças do sangue caracterizadas por uma deficiência de hemoglobina, a proteína do sangue que transporta oxigênio para os tecidos. a talassemia (em grego: ""sangue do mar"") é assim chamada porque foi descoberta pela primeira vez entre os povos ao redor do mar mediterrâneo, entre os quais a sua incidência é elevada. os genes da talassemia estão amplamente distribuídos no mundo, mas são encontrados com mais frequência entre pessoas com ancestrais do mediterrâneo, do oriente médio e do sul da ásia. a talassemia também foi encontrada em alguns europeus do norte e nativos americanos. entre pessoas de ascendência africana a doença é invulgarmente ligeira. pensa-se que o gene potencialmente letal da talassemia é retido em certas populações porque proporciona alguma protecção contra a malária no estado heterozigótico.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/thalassemia,Talassemia
tendinitis,"tendinite, inflamação das bainhas dos tendões. essas bainhas são compostas de tecido fino e transparente que permite o movimento deslizante dos tendões dentro delas. a causa da inflamação é a irritação das bainhas pelo uso prolongado ou anormal dos tendões. menos frequentemente, pode ocorrer após invasão das bainhas dos tendões por bactérias, com infecção subsequente. em muitos casos, é um risco ocupacional (tendões do pulso no datilógrafo, tendões ao redor do ombro em arremessadores de beisebol ou tendões ao redor do cotovelo em operadores de furadeiras pneumáticas).",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/tendinitis,Tendinite
hormone-replacement-therapy,"terapia de reposição hormonal (trh), estrogênio ou uma combinação de estrogênio e progesterona administrada para restaurar as concentrações desses hormônios a níveis fisiologicamente ativos em mulheres na menopausa ou pós-menopausa. a trh é mais frequentemente usada para controlar os sintomas da menopausa, como ondas de calor, e para prevenir a perda óssea pós-menopausa (osteoporose).",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/hormone-replacement-therapy,Terapia de Reposição Hormonal
genetic-testing,"teste genético, qualquer um de um grupo de procedimentos usados ​​para identificar variações genéticas associadas à saúde, doença e ancestralidade e para diagnosticar doenças e distúrbios hereditários. um teste genético normalmente é emitido somente após um histórico médico, um exame físico e a construção de um pedigree familiar que documenta as doenças genéticas presentes nas últimas três gerações. o pedigree é especialmente importante, pois ajuda a determinar se uma doença ou distúrbio é hereditário e tem probabilidade de ser transmitido às gerações subsequentes. os testes genéticos estão sendo cada vez mais usados ​​na genealogia, no estudo das origens e da história familiar.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/genetic-testing,Teste Genético
prenatal-testing,"teste pré-natal, qualquer um dos vários procedimentos de triagem e diagnóstico que fornecem informações sobre a saúde de um feto humano em desenvolvimento. os testes de triagem pré-natal geralmente são usados ​​para avaliar a probabilidade de um bebê ser afetado por certas condições. quando os testes de rastreio indicam que o feto apresenta um risco aumentado, podem ser realizados testes de diagnóstico pré-natais, que muitas vezes são invasivos, para confirmar a presença de uma doença.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/prenatal-testing,Teste Pré Natal
cough,"tosse, um reflexo expulsivo iniciado quando o trato respiratório está irritado por infecção, vapores nocivos, poeira ou outros tipos de corpos estranhos. o reflexo resulta em uma expulsão repentina de ar dos pulmões que carrega consigo secreções excessivas ou materiais estranhos do trato respiratório. a tosse é benéfica; a pneumonia freqüentemente ocorre quando um reflexo eficaz da tosse é perdido como resultado de lesão torácica, doença ou sedação excessiva. a tosse repetida e intensa, entretanto, é fisicamente exaustiva e interfere no descanso. nestas circunstâncias, podem ser utilizados medicamentos para suprimir o reflexo.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/cough,Tosse
toxoplasmosis,"toxoplasmose, infecção de células do sistema nervoso central, baço, fígado e outros órgãos por um parasita, toxoplasma gondii. a infecção ocorre em animais domésticos e selvagens, aves e humanos e tem distribuição mundial. estima-se que 30 a 50 por cento da população humana mundial possua anticorpos demonstráveis ​​(indicando exposição anterior), mas os sintomas evidentes são raros em adultos. glândulas inchadas e febre são os achados mais comuns em quem apresenta algum sintoma.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/toxoplasmosis,Toxoplasmose
heart-transplant,"transplante de coração, procedimento médico que envolve a remoção de um coração doente de um paciente e sua substituição por um coração saudável. devido à imensa complexidade do procedimento e à dificuldade de encontrar doadores adequados, os transplantes cardíacos são realizados apenas como último recurso em pacientes com insuficiência cardíaca em estágio terminal ou com danos cardíacos irreparáveis, cuja sobrevivência projetada com o próprio coração é de apenas algumas semanas ou meses. na maioria dos casos, os corações transplantados são retirados de pessoas que sofreram danos cerebrais irreversíveis e foram declaradas legalmente mortas, mas cujos órgãos foram mantidos artificialmente viáveis ​​para fins de transplante.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/heart-transplant,Transplante de Coração
liver-transplant,,Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/liver-transplant,Transplante de Fígado
bone-marrow-transplant,"transplante de medula óssea, a transferência de medula óssea de um doador saudável para um receptor cuja própria medula óssea está afetada por uma doença. o transplante de medula óssea pode ser usado para tratar a anemia aplástica; anemia falciforme; várias doenças malignas dos tecidos formadores de sangue, incluindo leucemia, linfoma e mieloma múltiplo; certos cancros sólidos como o neuroblastoma; doenças de imunodeficiência; e doenças metabólicas.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/bone-marrow-transplant,Transplante de Medula Óssea
pancreas-transplant,,Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/pancreas-transplant,Transplante de Pâncreas
lung-transplant,,Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/lung-transplant,Transplante de Pulmão
kidney-transplant,"transplante de rim, substituição de um rim doente ou danificado por um saudável obtido de um parente vivo ou de uma pessoa recentemente falecida. o transplante renal é um tratamento para pessoas com insuficiência renal crônica que necessitam de diálise. embora os transplantes renais tenham sido realizados no final da década de 1950, o transplante clinicamente significativo só começou por volta de 1962-63, quando o medicamento imunossupressor azatioprina foi desenvolvido para ajudar a neutralizar a rejeição do novo órgão pelo sistema imunológico do corpo. como é menos provável que um rim de um doador aparentado seja rejeitado pelo corpo, os transplantes de parentes vivos são mais bem-sucedidos do que os de cadáveres. no entanto, os cadáveres são fontes comuns de transplantes devido à sua maior disponibilidade e porque evitam o risco para os doadores vivos. o desenvolvimento de medicamentos imunossupressores mais eficazes, como a ciclosporina, aumentou as taxas de sucesso de transplantes renais de doadores relacionados e de cadáveres. hoje, mais de quatro quintos dos pacientes com rins transplantados sobreviverão por mais de cinco anos.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/kidney-transplant,Transplante de Rim
seasonal-affective-disorder,"transtorno afetivo sazonal (tas), transtorno de humor caracterizado por depressão recorrente no outono e inverno, separados por períodos de não depressão na primavera e no verão. a condição foi descrita pela primeira vez em 1984 pelo psiquiatra americano norman rosenthal.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/seasonal-affective-disorder,Transtorno Afetivo Sazonal
bipolar-disorder,"transtorno bipolar, transtorno mental caracterizado por depressão ou mania recorrente com início e recuperação abruptos ou graduais. existem vários tipos de transtorno bipolar, nos quais os estados de mania e depressão podem alternar-se ciclicamente, um estado de humor pode predominar sobre o outro, ou podem ser misturados ou combinados entre si. exemplos de tipos do transtorno, que abrangem o chamado espectro bipolar, incluem bipolar i, bipolar ii, bipolar misto e ciclotimia.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/bipolar-disorder,Transtorno Bipolar
attention-deficit-hyperactivity-disorder,"transtorno de déficit de atenção/hiperatividade (tdah), uma síndrome comportamental caracterizada por desatenção e distração, inquietação, incapacidade de ficar parado e dificuldade de concentração em uma coisa por qualquer período de tempo. o transtorno de déficit de atenção/hiperatividade (tdah) ocorre mais comumente em adolescentes e crianças, embora os adultos também possam ser diagnosticados com o transtorno. o tdah é três vezes mais comum em homens do que em mulheres e ocorre em aproximadamente 5 a 7 por cento das crianças em todo o mundo. embora os comportamentos característicos da síndrome sejam evidentes em todas as culturas, eles têm atraído mais atenção nos estados unidos, onde o tdah está entre os transtornos psiquiátricos infantis mais comumente diagnosticados. as estimativas indicam que entre 6 e 11 por cento das crianças e adolescentes nos estados unidos são afetados pelo tdah.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/attention-deficit-hyperactivity-disorder,Transtorno de Déficit de Atenção E Hiperatividade
post-traumatic-stress-disorder,"transtorno de estresse pós-traumático (tept), condição emocional que às vezes se segue a um evento traumático, particularmente um evento que envolve morte real ou ameaça de morte ou lesão corporal grave para si ou para outras pessoas e que cria sentimentos intensos de medo, desamparo ou horror. os sintomas do transtorno de estresse pós-traumático incluem a revivência do trauma, seja por meio de pensamentos ou memórias perturbadoras ou, em casos extremos, por meio de um flashback em que o trauma é revivido com plena intensidade emocional. pessoas com tept frequentemente relatam uma sensação geral de entorpecimento emocional, experimentam aumento de ansiedade e vigilância e evitam lembretes do trauma, como situações, pensamentos e sentimentos específicos. é normal experimentar tais reações até certo ponto após um trauma e não são consideradas sintomas de tept, a menos que durem pelo menos um mês ou tenham início tardio. pessoas com tept também podem sofrer de outros problemas psicológicos, particularmente depressão, ansiedade e abuso de drogas.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/post-traumatic-stress-disorder,Transtorno de Estresse Pós Traumático
autism-spectrum-disorder,"transtorno do espectro do autismo (tea), qualquer um de um grupo de transtornos neurobiológicos caracterizados por déficits na interação social e comunicação e por comportamentos, interesses e atividades atípicos.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/autism-spectrum-disorder,Transtorno do Espectro do Autismo
obsessive-compulsive-disorder,"transtorno obsessivo-compulsivo (toc), tipo de transtorno mental em que um indivíduo experimenta obsessões ou compulsões ou ambos. tanto o pensamento obsessivo quanto o ato compulsivo podem ocorrer isoladamente ou ambos podem aparecer em sequência.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/obsessive-compulsive-disorder,Transtorno Obsessivo Compulsivo
trichomoniasis,"tricomoníase, infecção pelo parasita protozoário flagelado trichomonas. a infecção é mais frequentemente intestinal, mas pode ocorrer em outras cavidades ou órgãos como o fígado.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/trichomoniasis,Tricomoníase
deep-vein-thrombosis,"trombose venosa profunda (tvp), formação de um coágulo sanguíneo em uma veia que fica profundamente abaixo da superfície da pele. a trombose venosa profunda (tvp) geralmente ocorre na parte inferior da perna, coxa ou pelve, mas também pode se desenvolver no braço, cérebro, intestinos, fígado ou rim.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/deep-vein-thrombosis,Trombose Venosa Profunda
tuberculosis,"tuberculose (tb), doença infecciosa causada pelo bacilo da tuberculose, mycobacterium tuberculosis. na maioria das formas da doença, o bacilo se espalha lenta e amplamente nos pulmões, causando a formação de nódulos duros (tubérculos) ou grandes massas semelhantes a queijo que destroem os tecidos respiratórios e formam cavidades nos pulmões. os vasos sanguíneos também podem ser corroídos pelo avanço da doença, fazendo com que a pessoa infectada tossir sangue vermelho vivo.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/tuberculosis,Tuberculose
urinalysis,"urinálise, exame laboratorial de uma amostra de urina para obter informações clínicas. a maioria das substâncias normalmente excretadas na urina são produtos metabólicos dissolvidos ou suspensos em água. um desvio do normal na concentração de constituintes urinários ou a presença anormal de substâncias específicas pode, portanto, ser indicativo de distúrbios corporais. alterações na cor, na gravidade específica e no volume da urina também podem fornecer evidências de uma doença específica ou lesão corporal.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/urinalysis,Urinálise
vaginitis,"vaginite, inflamação da vagina, geralmente devido a infecção. o principal sintoma é o fluxo anormal de secreção esbranquiçada ou amarelada da vagina (leucorreia). o tratamento da vaginite depende da causa da inflamação. vários microrganismos diferentes podem produzir vaginite em mulheres em idade reprodutiva; a vaginite atrófica, causada pela redução dos níveis de estrogênio, pode ocorrer em mulheres após a menopausa; e certos produtos químicos podem causar vaginite irritante ou alérgica.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/vaginitis,Vaginite
smallpox,"a varíola é causada pela infecção por varíola major, um vírus da família poxviridae. uma forma menos virulenta de varíola, chamada alastrim, é causada por um vírus intimamente relacionado, conhecido como varíola menor. não existem portadores naturais de animais nem propagação natural da varíola fora do corpo humano.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/smallpox,Varíola
vasculitis,,Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/vasculitis,Vasculite
vasectomy,"vasectomia, corte dos canais deferentes no trato reprodutor masculino para provocar esterilidade ou prevenir infecções. os testículos no homem produzem os espermatozóides que fertilizam o óvulo, ou óvulo, no processo de produção de um novo organismo. conectado a cada testículo está o epidídimo, uma estrutura que serve como saco de armazenamento de espermatozoides. o ducto que leva os espermatozoides dos testículos para a próstata e outros órgãos reprodutivos é o canal deferente (ver canal deferente). os testículos, o epidídimo e o início dos canais deferentes estão encerrados no saco escrotal.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/vasectomy,Vasectomia
vitamin-a,"vitamina a, um álcool solúvel em gordura, mais abundante em peixes gordurosos e especialmente em óleos de fígado de peixe. a vitamina a também é encontrada na gordura do leite, nos ovos e no fígado; vitamina a sintética é adicionada à margarina. a vitamina a não está presente nas plantas, mas muitos vegetais e frutas contêm uma ou mais classes de pigmentos que podem ser convertidos em vitamina a no corpo; destes pigmentos, o beta-caroteno (pró-vitamina a) é uma excelente fonte de atividade vitamínica. a existência da vitamina a foi claramente reconhecida pela primeira vez em 1913, a sua natureza química foi estabelecida em 1933 e foi sintetizada pela primeira vez em 1947.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/vitamin-a,Vitamina A
vitamin-c,"a vitamina c é uma substância solúvel em água, semelhante a carboidratos, que está envolvida em certos processos metabólicos dos animais. embora a maioria dos animais possa sintetizar vitamina c, ela é necessária na dieta de alguns, incluindo humanos e outros primatas, para prevenir o escorbuto. a vitamina c também é chamada de ácido ascórbico.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/vitamin-c,Vitamina C
vitamin-d,"vitamina d, qualquer um de um grupo de vitaminas lipossolúveis importantes no metabolismo do cálcio em animais. é formado pela radiação ultravioleta (luz solar) de esteróis presentes na pele.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/vitamin-d,Vitamina D
vitamin-e,"vitamina e, um composto solúvel em gordura encontrado principalmente em certos óleos vegetais e nas folhas de vegetais verdes. o óleo de gérmen de trigo é uma fonte particularmente rica em vitamina. a vitamina e, reconhecida pela primeira vez em 1922, foi obtida pela primeira vez na forma pura em 1936; foi identificado quimicamente em 1938. vários compostos semelhantes com atividade de vitamina e e classificados como tocoferóis ou tocotrienóis foram isolados.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/vitamin-e,Vitamina E
vitamin-k,"vitamina k, qualquer um dos vários compostos de naftoquinona solúveis em gordura. a vitamina k (da palavra dinamarquesa koagulation) é necessária para a síntese de vários fatores de coagulação sanguínea, incluindo a protrombina e os fatores vii, ix e x. uma forma de vitamina k conhecida como filoquinona (vitamina k 1) é sintetizada pelas plantas. uma segunda forma de vitamina k conhecida como menaquinona (vitamina k 2 ) é sintetizada por bactérias, incluindo bactérias nos intestinos de mamíferos. essas bactérias produzem a maior parte da vitamina k necessária aos mamíferos. um precursor sintético da vitamina k chamado menadiona (vitamina k 3 ) é usado como suplemento vitamínico. reconhecida pela primeira vez em 1929, a vitamina foi isolada e analisada estruturalmente em 1939 pelo bioquímico dinamarquês henrik dam.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/vitamin-k,Vitamina K
vitiligo,"vitiligo, perda irregular do pigmento melanina da pele. embora as células produtoras de pigmento da pele, ou melanócitos, estejam estruturalmente intactas, elas perderam a capacidade de sintetizar o pigmento. a razão para esta condição não é clara; pesquisas sugerem que pode ser uma condição auto-imune.",Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/vitiligo,Vitiligo
west-nile-virus,,Acesso em maio de 2024,Enciclopédia Britânica,https://www.britannica.com/science/west-nile-virus,Vírus do Nilo Ocidental
